Респондент,Сообщество,"Среднегодовой.доход,.тыс..$","Объем.потребленного.алкоголя.в.год,.л.",Количество.членов.семьи,Количество.лет.образования,"Доля.от.дохода.семьи.которая.тратится.на.продовольствие,.%",Коэффициент.Джини.сообщества,"Издержки.сообщества.на.окружающую.среду,.млн..$","Охват.беспроводной.связи.в.сообществе,.%","Количество.смертей.от.вирусных.и.респираторных.заболеваний.в.сообществе,.тыс..человек",Волатильность.потребительских.цен.в.сообществе,Ощущаемое.счастье
19598,191,28.554,65,8,10,63,0.548262522030312,185.44,0.559539710068096,11.78,3.83493297427721,1
19611,149,315.055,48,12,10,47,0.672444939092889,132.14,0.248792720141421,11.67,1.94703333419081,1
19629,412,81.972,45,3,16,46,0.294274748451635,299.35,0.699969448161596,2.09,5.57979063202236,7
19631,85,34.217,66,3,9,65,0.907793159301318,14.56,0.182606515218809,32.6,0.480274371159572,0
19633,325,157.118,54,5,11,43,0.156703197960207,315.47,0.920391692277141,2.51,6.55979563564923,5
19636,523,74.805,51,5,13,46,0.544622249296507,179.03,0.602158356386989,12.72,3.79447986817902,2
19641,282,160.078,48,9,16,49,0.669975574737209,146.71,0.385791211370486,12.79,3.77571457351737,2
19643,272,523.354,39,3,21,37,0.902970480484622,40.52,0.181846523348745,24.07,0.319426253732511,6
19644,153,568.652,48,11,15,48,0.129887415547477,326.07,0.809435469003922,1.68,6.73238294211278,6
19646,163,900.516,41,1,21,38,0.92146610040012,83.15,0.136895835130548,11.78,1.63639091578037,7
19652,9,57.411,77,6,6,72,0.823419981438586,17.48,0.202835154611312,23.72,0.311139374446683,0
19663,293,355.696,62,7,13,52,0.869279703133416,76.26,0.227738666946205,12.56,2.07610492873215,2
19673,413,709.372,34,6,21,36,0.146530449656987,355.74,0.875978021866837,0.56,6.73583138409817,9
19678,399,108.812,69,8,4,69,0.719972648281204,141.98,0.369010953672975,12.45,3.78716554785681,0
19680,108,714.299,49,4,12,48,0.819679467260798,57.64,0.258392839777137,11.9,1.74644317704384,4
19715,371,108.384,49,1,11,44,0.805191843574838,170.82,0.395688303268898,10.77,3.99325023501941,2
19719,433,307.133,52,1,13,48,0.307499641069594,242.35,0.527802190591724,12.62,5.1919097039427,5
19725,567,659.173,46,1,16,45,0.318378932661927,342.44,0.665736055322697,2.4,5.42782077629021,8
19727,240,576.266,58,10,14,49,0.403553561837403,284.76,0.53819014253131,13.52,5.49016455005469,4
19741,92,198.317,57,2,6,64,0.816988098589621,59.04,0.229334789945123,12.09,1.52315163057657,1
19752,495,398.986,27,4,22,26,0.725292410343541,179.9,0.37883281245502,11.58,3.69620171749677,6
19759,287,360.354,51,4,10,45,0.895880438106457,15.31,0.206621765824689,32.33,0.289712813713345,1
19768,425,90.252,39,1,24,29,0.858441220719571,62.48,0.2416551439808,13.5,2.06035617507229,6
19770,138,138.425,67,10,9,61,0.12638058284263,339.81,0.833584653784486,1.7,6.62274324921044,3
19780,223,312.704,51,1,11,51,0.593186464249821,178.44,0.510255843987575,12.98,3.98405895388522,2
19794,539,106.791,50,3,13,45,0.26117614803741,318.45,0.78538988869878,2.84,5.68058876114905,5
19800,290,45.588,60,11,10,64,0.344622481648155,308.7,0.649411450958429,3.42,5.66764816244842,3
19804,13,279.205,35,5,24,34,0.236895943035079,294.93,0.64388359921307,1.55,5.95537222577135,8
19817,17,34.636,62,1,8,63,0.549110058824441,174.05,0.516982692148778,11.75,3.9357682807761,2
19860,339,705.33,37,5,25,33,0.347935306538694,332.7,0.730331187131579,2.43,5.52956095947391,9
19861,97,186.415,46,2,11,46,0.633911193869143,131.72,0.35509437555808,12.98,3.45221517061137,2
19879,257,873.298,44,8,13,47,0.787911233715602,93.35,0.22971920037571,12.38,1.6952869411273,4
19891,179,312.024,33,9,22,34,0.35104604535821,263.22,0.504635453987857,10.96,5.29149287768671,8
19895,470,1055.911,27,6,21,28,0.814686053465765,26.61,0.205355217174428,23.0,0.326408750741158,7
19903,557,466.485,51,7,13,47,0.968427522011736,28.0,0.16644696943431,31.87,0.313579345229258,1
19906,245,204.029,51,1,10,49,0.821436177496396,55.57,0.154423638143935,12.69,1.94523745854244,2
19927,424,429.684,34,2,29,31,0.3315985526396,287.68,0.709467902066036,2.75,5.35552786708009,9
19938,131,836.524,36,5,25,30,0.579179931690676,211.99,0.495787193084798,12.48,3.90300062047982,8
19940,170,530.98,45,3,11,43,0.915527544140672,50.02,0.199113897318725,21.67,0.795734317432024,2
19943,483,83.535,68,5,6,66,0.883159712536302,21.96,0.189214652583771,33.18,0.3827877654449,0
19946,463,630.929,37,4,23,33,0.805863502994478,128.64,0.365458770135258,12.72,3.63607981518681,7
19951,292,381.611,37,7,25,29,0.546059398375441,190.43,0.49015564788132,12.87,3.62963928838034,7
19957,455,873.708,28,3,20,24,0.566731476852529,158.88,0.43738525317595,13.91,3.72785094790292,7
19971,53,197.874,61,4,5,60,0.424993858319437,263.52,0.516324975881431,12.33,5.60885947905563,3
19981,324,357.132,35,1,14,52,0.871211397507335,78.19,0.176316511642927,11.31,1.7638488792697,3
19982,233,58.834,65,6,7,62,0.127353253689199,361.8,0.840845145593563,1.3,6.5482112301514,3
19987,596,645.301,37,3,20,36,0.642455526369913,141.56,0.359885425618452,13.55,3.92032002965838,7
20020,266,158.594,52,6,12,49,0.360422552396207,256.37,0.546032303340487,11.2,5.27351858340584,4
20025,390,102.459,77,8,6,71,0.356138801997474,260.35,0.497795994367275,12.09,5.54603244721637,1
20033,575,264.208,52,2,12,49,0.864044381869968,38.61,0.126313868871976,33.83,0.543675194443065,1
20037,35,653.132,43,6,21,39,0.369140486893428,297.1,0.580328997133226,11.7,5.32678201350899,8
20050,237,382.502,47,4,11,46,0.707503567366141,138.45,0.205992357008069,11.21,1.82859508927081,2
20053,252,226.427,62,6,5,65,0.693252253552711,76.55,0.287930216900168,11.59,1.88999559619127,0
20062,319,192.041,55,9,10,48,0.520363813945298,226.52,0.560581751549808,12.52,3.67106497406013,2
20066,564,149.089,72,1,5,62,0.496887228895464,187.16,0.581259897768735,11.58,3.93543277097266,1
20077,77,1016.677,37,8,23,30,0.286866267616159,316.1,0.660196323180729,0.54,5.59956321122201,9
20085,373,976.762,33,6,24,31,0.749635555811,125.3,0.2510432762305,12.83,1.81634222059326,7
20088,277,66.461,54,6,11,45,0.527407827178868,179.95,0.523720855412531,12.68,3.66536852432985,2
20091,211,246.108,54,2,9,52,0.71467329659556,106.52,0.288403534977327,12.66,2.01401611197781,2
20093,410,148.761,64,5,11,61,0.0709136738796445,384.43,0.908343435721856,1.96,6.64040376301891,4
20115,111,963.011,32,9,26,25,0.757807539728373,111.01,0.244811954961909,11.1,1.75863578954231,7
20119,522,679.397,44,4,14,49,0.666766863352958,168.89,0.36823627063635,13.97,3.80829883821703,4
20127,195,227.006,47,5,9,47,0.911736767598842,50.88,0.197103831746231,23.73,0.515048935591352,1
20133,188,285.395,47,5,14,48,0.664352319111875,104.95,0.188509918860018,11.98,1.86276994322266,2
20134,216,265.106,54,3,8,63,0.117409943199887,343.8,0.886060771242815,1.38,6.72450049145986,5
20145,498,96.909,66,8,7,64,0.731185598123443,189.0,0.371669314452569,13.58,3.81936416535797,0
20148,423,51.187,52,9,7,45,0.608083768272002,197.16,0.330139764949959,14.18,3.77148688381524,1
20149,450,82.359,78,6,7,69,0.868561041503993,94.84,0.161400397231123,13.0,1.77027173968032,0
20153,95,34.417,71,6,4,69,0.635159246522758,182.51,0.559174675504887,11.31,3.94471520240923,0
20161,244,391.992,41,1,17,47,0.0568653155477999,386.12,0.881776739832411,0.6,6.56839661986294,8
20163,181,689.687,47,4,24,30,0.156132591429666,368.63,0.914952187258372,1.8,6.42922237260812,9
20175,322,92.213,47,9,18,35,0.906413806823969,30.0,0.168130550100623,35.0,0.656277188011765,2
20180,146,62.871,54,1,15,47,0.937178323580157,59.06,0.19510099884799,23.02,0.502502659545214,2
20186,550,178.49,49,1,12,46,0.269931268388197,299.16,0.724216978543156,0.0,5.50353260671083,5
20188,293,858.079,36,5,20,28,0.869279703133416,76.26,0.227738666946205,12.56,2.07610492873215,7
20211,538,200.018,58,7,10,65,0.723431252937418,157.94,0.224892406509228,12.04,2.21186755136128,1
20218,133,112.907,48,2,18,50,0.859391925578487,0.86,0.147278917668705,34.56,0.569381463730513,2
20238,477,278.969,35,1,22,28,0.820651217640957,80.71,0.189555130101547,12.76,2.14620756078854,6
20242,326,209.578,44,1,10,45,0.371989130875272,309.26,0.710003088757396,2.1,5.58497365847952,5
20245,104,813.623,46,1,18,38,0.661426467149453,168.65,0.360119067247844,12.26,3.87323443768238,7
20247,271,622.799,30,8,24,28,0.468320240340535,192.92,0.577149423319829,12.34,3.92196965406576,7
20256,236,765.396,44,5,13,49,0.704384670299928,123.74,0.337358286137243,12.7,3.64022628118017,4
20262,432,298.836,58,6,11,49,0.833862324958825,17.71,0.155463749662239,23.36,0.399418276483729,1
20265,9,393.819,33,11,22,29,0.823419981438586,17.48,0.202835154611312,23.72,0.311139374446683,5
20267,248,399.565,57,4,10,43,0.82230574801648,62.73,0.232294316698199,10.28,1.80300259370838,2
20281,487,97.939,64,5,3,61,0.241758088135104,247.37,0.591480640575184,11.99,5.26869725264235,3
20293,356,123.615,51,3,13,45,0.927138834618798,83.64,0.184934851374928,12.24,1.7323576217293,2
20300,455,145.268,78,1,8,67,0.566731476852529,158.88,0.43738525317595,13.91,3.72785094790292,1
20314,461,374.183,31,12,22,31,0.87050868557553,10.47,0.197002063700298,33.04,0.696342177567096,4
20318,508,553.731,48,11,13,43,0.454537349330529,175.54,0.534435556009079,11.08,3.75692106691175,4
20325,198,43.589,66,8,9,64,0.837052618873735,75.4,0.223758363509079,12.08,1.67891525656106,0
20332,532,425.737,58,11,11,46,0.966599767229977,23.37,0.110343143475608,31.75,0.351202406107019,0
20333,12,781.657,47,5,18,40,0.722113690243023,122.84,0.231177397426951,10.87,1.81995992415613,6
20337,36,463.977,49,2,11,42,0.823227134077192,61.78,0.210902497347719,12.35,1.84533876792185,2
20342,254,218.531,46,3,10,51,0.872204321519719,63.47,0.19429850804026,13.32,1.71890221419127,2
20343,577,697.689,46,5,23,39,0.35943765216663,315.97,0.78143696652408,3.59,5.58314182880015,9
20348,191,29.11,57,7,8,64,0.548262522030312,185.44,0.559539710068096,11.78,3.83493297427721,1
20361,511,159.663,73,5,7,61,0.897228593108426,40.58,0.143281577868205,24.12,0.550674948346517,0
20362,516,135.256,34,2,23,28,0.629796961150265,225.87,0.516857844627459,11.8,3.86012601650951,7
20364,521,624.082,48,9,16,47,0.177609697812762,331.4,0.913840761187251,3.12,6.31344440934418,7
20369,491,234.712,43,8,19,44,0.963755515835684,9.89,0.163012250888096,31.4,0.482081316536717,2
20373,352,484.689,36,8,20,28,0.682009542787043,128.11,0.321606378336154,13.39,3.80619485067352,6
20374,186,93.039,58,3,7,66,0.552516599052993,205.06,0.506290236161911,11.6,3.73093791814914,1
20375,221,870.397,38,2,22,27,0.92333171146711,16.56,0.175914158362273,32.63,0.347596246239806,7
20377,1,13.974,75,4,7,72,0.157861339397933,328.54,0.782842214489685,2.12,6.48266697177716,3
20380,106,72.258,65,3,8,67,0.834924314555531,40.74,0.203512381728622,25.08,0.619231435978249,0
20384,41,422.656,44,5,20,37,0.305557784217307,315.93,0.723129154994641,3.8,5.41260059793376,8
20404,440,385.708,52,1,9,44,0.529948281666967,180.45,0.519533957919612,11.84,3.62503789833151,3
20406,382,116.958,70,2,6,65,0.553200735036353,147.57,0.380170360407564,13.4,4.09761873268402,1
20424,443,768.143,45,2,16,45,0.846257400103436,89.49,0.108225623125232,14.21,1.57092548939372,4
20426,357,522.214,48,8,16,50,0.880841732283982,53.06,0.141577189097791,12.65,1.82818901688235,4
20427,197,310.169,36,4,21,27,0.367580427014634,286.51,0.517172832750182,13.04,5.24632671021906,8
20439,498,391.072,50,4,14,45,0.731185598123443,189.0,0.371669314452569,13.58,3.81936416535797,3
20442,190,237.939,45,4,18,42,0.37514206032391,260.57,0.549302328994688,12.19,5.33306869000759,8
20458,426,275.171,56,7,10,55,0.929239982968401,29.1,0.214038382546062,22.68,0.284766527788849,1
20463,380,643.179,37,5,20,36,0.312122763608146,307.66,0.732307927186275,1.03,5.38507015637039,9
20476,212,151.893,64,5,7,71,0.836972813171313,37.94,0.156893079626385,22.48,0.416733791596542,0
20480,343,786.534,38,3,25,31,0.671916181619335,164.28,0.401299305661636,11.98,3.7917911546184,9
20489,212,914.1,52,12,18,41,0.836972813171313,37.94,0.156893079626385,22.48,0.416733791596542,5
20508,519,382.329,59,4,9,66,0.841675802373057,21.94,0.173420439511949,21.86,0.264489494033768,1
20510,178,226.441,61,1,6,66,0.6887114086079,99.49,0.230319160953519,14.05,1.98496601984885,1
20511,420,195.061,51,1,10,47,0.646775380060449,137.01,0.234091053232096,12.94,1.92845850496277,2
20513,368,346.99,50,2,12,45,0.880509249122969,71.57,0.197847800854627,14.19,2.07199850339566,2
20514,365,174.889,80,8,7,71,0.398376730412564,275.3,0.559086873103896,13.12,5.55612497729151,2
20528,387,15.492,66,3,5,64,0.878198568237252,44.1,0.126060276093491,32.98,0.37561878183348,0
20539,329,472.43,44,2,15,50,0.741565743403192,138.14,0.301865542782258,12.8,2.0680019005138,4
20540,270,57.891,50,2,13,48,0.833148518444945,22.97,0.179594903621012,34.25,0.52670728781199,1
20542,555,150.554,72,4,5,62,0.591149870067161,196.95,0.508247306735789,9.89,3.75551059354038,1
20544,464,275.844,45,4,12,48,0.785641397479207,86.32,0.156413660457173,12.51,1.65532994308588,2
20548,263,790.469,24,6,14,27,0.0650148836455423,352.55,0.95,1.47,6.64372779416226,8
20554,365,751.771,52,7,15,49,0.398376730412564,275.3,0.559086873103896,13.12,5.55612497729151,5
20563,529,16.456,65,3,8,65,0.725817212514095,75.97,0.183564362366328,11.5,1.705890773244,1
20565,289,134.677,60,3,10,67,0.364690991496535,334.24,0.735374252784629,1.99,5.36557142753863,4
20571,323,98.311,64,2,6,65,0.52659991855928,204.96,0.516718527754335,12.91,3.70101488805558,1
20575,290,289.251,36,4,24,32,0.344622481648155,308.7,0.649411450958429,3.42,5.66764816244842,8
20584,498,525.86,38,3,22,30,0.731185598123443,189.0,0.371669314452569,13.58,3.81936416535797,7
20592,508,161.406,64,7,7,66,0.454537349330529,175.54,0.534435556009079,11.08,3.75692106691175,1
20595,398,741.689,42,2,21,34,0.382544335531742,264.53,0.487221709111811,11.6,5.34869483179123,8
20606,528,705.357,35,9,21,36,0.707216801274019,186.1,0.517666102365913,11.18,3.76257896612819,7
20615,270,68.958,48,5,13,48,0.833148518444945,22.97,0.179594903621012,34.25,0.52670728781199,1
20620,367,39.845,67,6,8,67,0.0536911070728679,358.84,0.849300990088507,2.57,6.46224992822903,3
20628,306,789.689,44,3,21,28,0.269018203960437,248.82,0.557461910422195,12.05,5.48837803046631,9
20644,384,149.775,67,10,7,67,0.710665121480569,124.61,0.334746656638276,12.7,1.92168110034503,0
20652,262,329.787,45,6,8,47,0.594673073525579,177.75,0.534740382444156,13.41,3.56298239110417,1
20672,422,452.198,54,9,9,47,0.10660740400007,317.62,0.891094827101988,2.58,6.27726820263559,5
20677,380,556.612,43,5,16,46,0.312122763608146,307.66,0.732307927186275,1.03,5.38507015637039,7
20682,213,275.55,52,6,12,48,0.115038316705218,310.23,0.831476402148554,2.31,6.38102240689995,5
20683,451,209.643,34,11,23,27,0.858885172806676,93.48,0.169359863396543,12.57,2.21663165847304,6
20687,180,178.555,40,7,13,47,0.376128004609664,298.07,0.500572597975213,12.71,5.0668171716656,5
20698,43,816.86,39,7,18,38,0.13252707327975,323.76,0.870231455831262,2.58,6.3613050094386,9
20706,234,21.041,80,3,5,73,0.577645616572674,196.58,0.518830954702944,12.48,3.84733419492484,1
20707,480,859.426,33,2,24,34,0.322805047923978,338.21,0.765488831322925,2.77,5.65973205099182,9
20715,350,559.6,32,2,22,28,0.938173389497866,39.63,0.233394204253377,34.37,0.467700382486216,6
20716,371,44.495,75,9,6,63,0.805191843574838,170.82,0.395688303268898,10.77,3.99325023501941,0
20720,186,608.039,35,4,23,32,0.552516599052993,205.06,0.506290236161911,11.6,3.73093791814914,8
20724,121,46.539,59,2,9,63,0.809354137577882,55.34,0.195371930692148,22.23,0.359073316721995,1
20727,103,254.146,57,3,10,43,0.860152970449847,58.49,0.169881722934287,32.32,0.421923071825053,1
20739,540,197.294,42,2,9,47,0.60427092981303,166.92,0.375075156895896,11.43,3.70932416965196,2
20743,525,748.316,36,10,26,29,0.613849013431086,125.67,0.276364551184973,11.39,1.8003442358035,7
20746,11,31.994,74,5,8,71,0.128211236750798,388.53,0.88474471530816,2.56,6.54980351949465,3
20770,137,43.964,83,3,4,71,0.867517282267721,31.35,0.17482678559512,34.63,0.405440225368359,0
20774,579,110.782,50,3,19,45,0.197742223176693,331.13,0.805721221329463,0.95,6.36441187132316,8
20788,76,781.065,40,3,20,36,0.53654204917947,200.45,0.488659502359786,10.9,3.74918091648326,7
20798,178,119.133,66,3,6,64,0.6887114086079,99.49,0.230319160953519,14.05,1.98496601984885,1
20799,323,421.933,52,3,15,47,0.52659991855928,204.96,0.516718527754335,12.91,3.70101488805558,5
20805,205,181.564,49,2,14,46,0.902130124884311,32.32,0.156826184733826,32.61,0.635927540995193,2
20806,131,132.004,66,9,10,65,0.579179931690676,211.99,0.495787193084798,12.48,3.90300062047982,1
20810,23,67.805,60,5,13,46,0.85169039965452,86.49,0.114399158756651,12.72,2.03640527385624,2
20811,272,546.129,40,1,22,38,0.902970480484622,40.52,0.181846523348745,24.07,0.319426253732511,6
20821,290,48.503,67,3,9,65,0.344622481648155,308.7,0.649411450958429,3.42,5.66764816244842,3
20825,550,259.493,43,5,12,46,0.269931268388197,299.16,0.724216978543156,0.0,5.50353260671083,5
20829,168,170.858,74,6,7,72,0.595552644787983,185.93,0.479255852388902,12.29,3.77598374663418,1
20843,449,173.397,61,9,6,65,0.0469041630544133,357.43,0.884289142272144,0.93,6.69979389888137,3
20849,393,567.619,42,8,20,40,0.284085748016902,328.03,0.70436150462956,1.71,5.39643959558376,8
20885,592,132.869,51,5,15,45,0.679445384390231,111.85,0.337053848787332,12.98,1.90863866063716,2
20886,317,101.456,54,7,13,46,0.885800904023273,55.07,0.21290743405321,23.09,0.563217095702591,1
20887,328,25.929,68,7,8,66,0.4081567583178,325.43,0.634360392377946,1.55,5.22445882947675,3
20903,139,213.02,58,5,10,47,0.495150787692292,176.23,0.507630386593767,12.95,3.618198770675,2
20905,392,61.695,65,5,7,69,0.0596645609714513,356.81,0.868611580957593,1.64,6.81252952597191,3
20913,257,476.232,51,7,10,49,0.787911233715602,93.35,0.22971920037571,12.38,1.6952869411273,2
20916,484,425.17,49,10,22,37,0.601445496270862,188.47,0.490135025216388,13.02,3.88242889105846,6
20924,226,408.452,59,1,9,63,0.186149572483662,311.63,0.848319420467246,3.08,6.49964547248821,5
20935,25,203.115,62,1,5,64,0.850062925341514,11.52,0.108712459331817,32.21,0.288522071532429,0
20937,130,780.237,48,2,15,45,0.695630431339658,118.28,0.290033452914617,13.48,1.72399446349004,4
20944,516,107.666,47,7,17,48,0.629796961150265,225.87,0.516857844627459,11.8,3.86012601650951,3
20950,219,602.006,34,7,21,38,0.793618070818629,80.89,0.185396540627954,11.37,1.74651768230791,6
20952,430,769.118,40,7,18,40,0.882510855751356,47.12,0.178884936648169,33.0,0.199959958169103,4
20982,223,669.168,26,1,21,36,0.593186464249821,178.44,0.510255843987575,12.98,3.98405895388522,7
20988,415,398.371,56,2,13,44,0.269714738982746,325.92,0.681387760962752,2.18,5.58104868258587,5
20998,368,761.67,41,10,25,35,0.880509249122969,71.57,0.197847800854627,14.19,2.07199850339566,6
21004,49,218.045,54,1,10,43,0.910576647522705,42.42,0.200126333863376,12.1,1.45160124994588,2
21008,35,342.445,51,11,12,44,0.369140486893428,297.1,0.580328997133226,11.7,5.32678201350899,4
21010,392,60.784,60,8,5,66,0.0596645609714513,356.81,0.868611580957593,1.64,6.81252952597191,3
21016,22,608.581,36,2,21,26,0.116161866113611,338.75,0.833330729362034,1.81,6.78168158755308,9
21021,533,882.586,37,5,25,34,0.23179126598395,357.91,0.899294142178151,2.36,6.6410377446479,9
21027,343,153.285,67,6,9,72,0.671916181619335,164.28,0.401299305661636,11.98,3.7917911546184,1
21029,516,104.764,45,1,15,49,0.629796961150265,225.87,0.516857844627459,11.8,3.86012601650951,4
21039,207,114.929,35,4,24,37,0.942657158860126,9.2,0.208773542155336,33.25,0.732756450955344,6
21052,14,806.531,36,4,23,33,0.570557442891639,198.01,0.494350341497268,11.95,3.6793153389044,8
21053,567,411.42,53,2,12,48,0.318378932661927,342.44,0.665736055322697,2.4,5.42782077629021,5
21055,216,606.345,48,12,13,50,0.117409943199887,343.8,0.886060771242815,1.38,6.72450049145986,5
21068,84,87.572,46,1,14,45,0.548972994803127,210.78,0.495037679240502,11.87,3.40991597837965,3
21076,159,365.734,54,7,12,46,0.957947211377817,65.73,0.166600492725927,32.4,0.281567615756061,1
21081,472,357.516,53,6,10,47,0.689902936676003,174.32,0.322932011504897,13.59,3.85015855839195,2
21087,334,74.782,65,9,5,60,0.981723852734411,47.81,0.17249731272457,31.78,0.69779482172961,0
21088,565,98.506,56,6,5,66,0.212937840494322,338.11,0.916961790869354,1.81,6.43401310015086,3
21104,581,260.215,55,6,7,64,0.364366077407333,332.82,0.700514575914277,3.02,5.48918704800153,3
21107,44,267.116,57,12,4,67,0.858192024074228,17.57,0.193541427950632,32.78,0.362212887501392,0
21108,143,867.316,37,4,23,31,0.818887240201266,74.25,0.195233542813564,14.5,1.85369194579303,7
21110,386,99.141,67,5,5,63,0.577510361847627,200.37,0.478913869279672,12.82,3.65866476440274,1
21116,443,148.079,71,12,7,69,0.846257400103436,89.49,0.108225623125232,14.21,1.57092548939372,0
21126,350,429.767,52,5,17,51,0.938173389497866,39.63,0.233394204253377,34.37,0.467700382486216,2
21132,252,320.359,50,7,10,46,0.693252253552711,76.55,0.287930216900168,11.59,1.88999559619127,2
21140,129,131.461,67,5,7,64,0.695301279861162,119.11,0.243297588385181,12.41,1.99898510190412,1
21153,186,501.688,39,1,26,40,0.552516599052993,205.06,0.506290236161911,11.6,3.73093791814914,8
21162,0,441.969,32,10,19,24,0.752713250250207,126.0,0.446738783920045,12.56,3.90329989652534,5
21172,508,631.424,44,2,21,39,0.454537349330529,175.54,0.534435556009079,11.08,3.75692106691175,8
21193,2,438.952,51,4,11,49,0.235625324993569,299.34,0.725899255252895,2.11,5.20071359773767,5
21202,470,145.99,59,9,8,66,0.814686053465765,26.61,0.205355217174428,23.0,0.326408750741158,0
21204,65,405.03,50,10,13,47,0.641705307180252,97.49,0.191087812078792,13.02,1.92523380103971,2
21207,83,42.31,73,3,5,71,0.773096061940608,12.43,0.17939251025255,22.69,0.202466243990026,0
21211,446,94.254,41,5,23,31,0.851955282237543,66.76,0.212857266049271,10.96,2.0173432646876,6
21215,404,777.435,52,2,18,47,0.342161414835895,267.2,0.563079632118303,11.56,5.59846190352731,7
21216,584,409.491,32,1,22,25,0.386826253192273,272.97,0.505505815878127,12.15,5.68523422867656,8
21229,513,765.862,45,6,20,35,0.908376713929501,48.58,0.194935529971343,13.49,2.03138220109991,6
21261,130,1340.171,21,5,14,25,0.695630431339658,118.28,0.290033452914617,13.48,1.72399446349004,6
21263,128,85.523,74,1,11,71,0.763464333734239,63.07,0.153217679574314,13.08,1.88435893436914,1
21270,181,140.045,65,10,7,61,0.156132591429666,368.63,0.914952187258372,1.8,6.42922237260812,3
21276,450,282.26,52,4,10,46,0.868561041503993,94.84,0.161400397231123,13.0,1.77027173968032,2
21278,343,375.979,52,5,9,46,0.671916181619335,164.28,0.401299305661636,11.98,3.7917911546184,2
21284,125,1087.358,38,3,24,30,0.0370078070949724,334.8,0.860553839663731,1.9,6.81494812218184,9
21285,23,58.98,52,2,12,49,0.85169039965452,86.49,0.114399158756651,12.72,2.03640527385624,2
21287,356,119.589,49,1,12,43,0.927138834618798,83.64,0.184934851374928,12.24,1.7323576217293,2
21292,223,665.917,38,1,26,34,0.593186464249821,178.44,0.510255843987575,12.98,3.98405895388522,9
21317,413,347.367,40,3,11,52,0.146530449656987,355.74,0.875978021866837,0.56,6.73583138409817,5
21330,368,686.559,54,5,14,45,0.880509249122969,71.57,0.197847800854627,14.19,2.07199850339566,4
21344,490,456.131,43,1,15,49,0.363886749203553,323.94,0.799367037402389,1.02,5.45437837723214,6
21348,181,589.443,48,1,17,49,0.156132591429666,368.63,0.914952187258372,1.8,6.42922237260812,8
21354,307,38.605,75,7,7,72,0.66538003531377,210.2,0.413288809409329,13.27,3.53489933854404,0
21356,472,58.208,69,2,7,70,0.689902936676003,174.32,0.322932011504897,13.59,3.85015855839195,1
21360,191,15.034,69,1,8,67,0.548262522030312,185.44,0.559539710068096,11.78,3.83493297427721,1
21369,500,81.406,54,2,10,48,0.576240368739201,181.06,0.564529087761181,13.51,3.83330527735969,2
21376,468,172.124,41,6,23,30,0.832058856571518,42.72,0.152796343716694,21.76,0.512066957847411,6
21377,7,145.774,52,9,10,49,0.891368964122407,19.66,0.121698622519421,33.82,0.563344581341106,0
21384,374,818.033,42,11,19,39,0.348443114273234,315.8,0.739321922507898,0.81,5.53221665662012,7
21394,390,456.219,47,4,14,48,0.356138801997474,260.35,0.497795994367275,12.09,5.54603244721637,5
21421,399,133.984,67,6,6,64,0.719972648281204,141.98,0.369010953672975,12.45,3.78716554785681,0
21425,585,912.49,38,4,18,29,0.367041525618021,327.81,0.698340000915734,1.41,5.4982140974378,9
21431,121,106.882,47,1,14,45,0.809354137577882,55.34,0.195371930692148,22.23,0.359073316721995,2
21437,41,211.284,53,6,15,47,0.305557784217307,315.93,0.723129154994641,3.8,5.41260059793376,5
21440,213,66.639,72,2,6,62,0.115038316705218,310.23,0.831476402148554,2.31,6.38102240689995,3
21448,582,345.457,48,7,21,36,0.698258634303916,150.86,0.443880799452069,10.91,3.78629893037187,6
21453,469,843.967,36,5,20,36,0.828859553349725,23.26,0.163796136033351,23.32,0.41550533329238,5
21461,33,866.628,49,5,20,38,0.72705202569093,99.21,0.195327898844737,11.34,2.14787637960435,7
21463,301,38.172,66,1,7,64,0.0682134593053118,335.83,0.851623726197832,2.75,6.70456905619917,3
21488,33,922.63,44,5,18,42,0.72705202569093,99.21,0.195327898844737,11.34,2.14787637960435,5
21495,544,675.879,42,7,21,28,0.691073613615522,92.17,0.296840532434737,12.66,1.7940604798699,7
21505,499,253.447,50,8,12,50,0.163674387788238,359.97,0.872198687435707,0.98,6.62618288413583,5
21513,161,265.392,34,1,22,28,0.278193727598735,273.94,0.72615395935476,0.94,5.28587618484366,8
21521,557,628.708,39,3,25,34,0.968427522011736,28.0,0.16644696943431,31.87,0.313579345229258,6
21540,462,663.07,33,5,23,27,0.801988529142578,62.54,0.206833142166331,12.31,2.01426804200593,7
21543,263,104.976,62,8,8,64,0.0650148836455423,352.55,0.95,1.47,6.64372779416226,3
21549,99,105.48,73,7,8,67,0.901502929262204,47.2,0.161875412118404,22.17,0.464319590460969,0
21560,223,649.226,38,11,21,35,0.593186464249821,178.44,0.510255843987575,12.98,3.98405895388522,7
21567,28,81.813,46,2,16,45,0.308573096862725,246.47,0.493699155207889,11.76,5.32896811405983,5
21591,206,205.847,74,7,10,65,0.961698198612175,27.67,0.195768531533383,23.77,0.566687939412825,0
21599,50,545.189,42,7,23,30,0.374611930831667,287.76,0.712774736752596,1.81,5.53831161258742,9
21603,96,616.691,47,3,13,49,0.728608562175572,101.87,0.247413431434701,12.33,1.93788023052435,4
21606,319,452.298,31,7,20,31,0.520363813945298,226.52,0.560581751549808,12.52,3.67106497406013,7
